#,Name,Type,Province,Municipal,District,Address,NorthLatitude,EastLongitude,TotalLandSize,GrossFloorArea,LeasableArea,AvailableDate,CompleteDate,PropertyStructure,NumberOfFloors,ClearHeight,ColumnSpace,ColumnSpaceWidth,ColumnSpaceHeight,PowerCapacity,FloorLoading,Rent,ManagementFee,ManagementFeeIncludedInRent,CreateTime
1,广东省云浮物业,warehouse,广东省,云浮,市中心,广东省云浮附近,22.5626859624184,111.990345693208,81077.32,0.00,169024.16,,,,0,0.00,,0.00,0.00,0.00,0.00,0.52,warehouse,0.10,False,2014/8/15 16:57:42
